1325951295447044097,pronunciamento de boulos e erundina!,neutral,pronouncement of boulos and erundina!
1325941214940684288,@veramagalhaes márcio frança caiu 1 ponto. russomano despencou. boulos assumiu a segunda posição. tatto estacionou com 6%. dá a notícia direito amore. deixa de ser tendenciosa.,positive,@veramagalhaes márcio france fell 1 point. Russomano plummeted. boulos took second place. tatto parked with 6%. gives the news right amore. ceases to be biased.
1325941211744641029,boulos segundo turno,negative,boulos second round
1325941206027821056,@psol50 @guilhermeboulos @luizaerundina o boulos perdeu meu voto depois dessa atitude! ele critica o bozo mas faz igual né?,positive,@ psol50 @guilhermeboulos @luizaerundina boulos lost my vote after that attitude! he criticizes the bozo but does the same right?
1325941184322297856,"paulistanos: não acreditem em pesquisas, mas votem como se fosse verdadeira e vc precisasse virar o resultado. dória e boulos não!",positive,"paulistanos: do not believe in polls, but vote as if it were true and you needed to turn the result. doria and boulos not!"
1325941180086046720,"seria lindo se a manu ganhasse as eleições de porto alegre, e o boulos ganhasse as eleições de são paulo.",positive,"it would be beautiful if manu won the elections in porto alegre, and boulos won the elections in são paulo."
1325941168606224392,@agoranoticiasbr é inacreditável o boulos mst em,negative,@agoranoticiasbr the boulos mst is unbelievable in
1325941141267771394,eu vendo boulos chegando no segundo turno,negative,I sell boulos arriving in the second round
1325941140223385600,"hoje foi o partido verd*, engajadíssimos em me contar que gostam de cachorros k k k k psol me manda um pôster do boulos com gatinhos e cachorríneos",positive,"today was the verd * party, very engaged in telling me that they like dogs k k k k psol send me a boulos poster with kittens and puppies"
1325941132879155201,"já mirando na ""festa da democracia"" nos fleets quando o boulos levar...",neutral,"already aiming for the ""democracy party"" in the fleets when the boulos take ..."
1325941130651983872,"@guilhermeboulos @guilhermeboulos, vai acabar com a exploração dos uberizados, exigindo direitos para essas pessoas, tão desrespeitadas !!! vamos virar esse jogo com boulos e promover justiça social para todos!!!#virandoojogoboulos50 #bouloserundina50 #boulosnosegundoturno #virasp50",negative,"@guilhermeboulos @guilhermeboulos, it will end the exploitation of uberized people, demanding rights for these people, so disrespected !!! let's turn this game around with boulos and promote social justice for everyone !!! # virandoojogoboulos50 # bouloserundina50 #boulosnosegundoturno # virasp50"
1325941128030511106,e se falar pros faria limers que boulos é ceo de uma organização que procura sanar a dor de seus stakeholders sem moradia reivindicando imóveis abandonados através de growth hacking explorando um loophole da legislação que diz que a propriedade deve cumprir função social,positive,and if talking to pros would make limers that boulos is the CEO of an organization that seeks to remedy the pain of its homeless stakeholders by claiming abandoned properties through growth hacking exploiting a loophole of legislation that says that property must fulfill a social function
1325941103380619265,@jilmartatto @ptbrasil a meta é pedir pinico dignamente e apoiar o boulos!!!,positive,@jilmartatto @ptbrasil the goal is to ask for worthy pinico and support the boulos !!!
1325941102143270918,"@brunnopovoa @larissalmeida26 @fernandocpaula @guilhermeboulos ué, você quer pegar pesquisa de quando? no começo do ano o boulos nem aparecia nas pesquisas. o mais razoável é 1 mês mesmo.",positive,"@brunnopovoa @ larissalmeida26 @fernandocpaula @guilhermeboulos ué, when do you want to get research? at the beginning of the year boulos didn't even appear in the polls. the most reasonable is 1 month."
1325941101895815168,"@brukowski_ se o boulos esqueceu de declarar que achou $20 no bolso da calça antes de por pra lavar, esperem pela folha ainda esta semana.",neutral,"@brukowski_ if boulos forgot to declare that he found $ 20 in his pants pocket before washing, wait for the sheet later this week."
1325941093201014791,mano melhor notícia do dia sabe que o boulos passo o russomano fdp no ibope aaaa to surtando,positive,bro best news of the day you know that boulos pass the russomano fdp on ibope aaaa to freaking out
1325941091598741504,o boulos passou o russomanno,neutral,the boulos passed the Russomanno
1325941084640464897,"@dcm_online @guilhermeboulos @guilhermeboulos, vai acabar com a exploração dos uberizados, exigindo direitos para essas pessoas, tão desrespeitadas !!! vamos virar esse jogo com boulos e promover justiça social para todos!!!#virandoojogoboulos50 #bouloserundina50 #boulosnosegundoturno #virasp50",negative,"@dcm_online @guilhermeboulos @guilhermeboulos, it will end the exploitation of uberized people, demanding rights for these people, so disrespected !!! let's turn this game around with boulos and promote social justice for everyone !!! # virandoojogoboulos50 # bouloserundina50 #boulosnosegundoturno # virasp50"
1325941077749223429,se o boulos ganhar eu nunca mais zoo paulistano!!!!,positive,if the boulos win i will never zoo paulistano !!!!
1325941075341676544,"nunca tinha pensado nisso do boulos se chamar guilherme, falei agora em voz alta o nome guilherme boulos e, que nome jovem, né?",positive,"I had never thought of that boulos being called guilherme, I now spoke aloud the name guilherme boulos and, what a young name, right?"
1325941068051976196,"#virasp50 pela amor de deus povo de sp: levem boulos e erundina para o segundo turno. vocês são a faísca de esperança! conversem com os amigos, familiares, vizinhos, colegas de classe, trabalho e etc.",positive,"# virasp50 for the love of god people of sp: take boulos and erundina for the second round. you are the spark of hope! talk to friends, family, neighbors, classmates, work, etc."
1325941067993247745,"acho que está ficando muito difícil para o boulos vencer, mas o fato de tirar o russomanno do segundo turno é uma vitória importante.",positive,"I think it is getting very difficult for boulos to win, but the fact of taking the Russomanno out of the second round is an important victory."
1325941062444212226,"@soueukaique boulos é exemplo disso, toda eleição tá abrindo as pernas pro pt, nem parece uma candidatura de outro partido, uma vergonha.",neutral,"@soueukaique boulos is an example of this, every election is opening its legs for pt, it doesn't even seem like a candidacy from another party, a shame."
1325941050918268930,@sigagazetabr se o ibope já deu o boulos a frente do @celsorussomanno é sinal que vai virar esse jogo. pq pesquisa do ibope #globolixo não dá neh?,negative,@sigagazetabr if ibope has already given boulos ahead of @celsorussomanno it is a sign that this game will turn. because ibope research #globolixo doesn't work?
1325941034883444736,boulos ultrapassou o russomanno amém,neutral,boulos overtook Russomanno Amen
1325941023357489152,"@bidendebochado boulos nunca ganhara, pobres coitados que acreditam que ele ganha.",negative,"@bidendebochado boulos never won, poor poor people who believe he wins."
1325941022447308800,@zehdeabreu agora é boulos. em são paulo vamos de 50. no rio vamos de 13 porto alegre 65 e salvador está precisando de uma ajudinha aí zé. se não o demo. ganha no 1º turno.,negative,"@zehdeabreu is now boulos. in são paulo we are 50. on the river we are 13 porto alegre 65 and salvador needs a little help there, zé. if not the demo. wins in the 1st round."
1325941014700421121,quero adesivo do boulos onde que eu pego,neutral,I want sticker from boulos where I get it
1325941004671868930,"@guilhermeboulos vc tinha meu voto, mas perdeu dps dessa atitude. ainda não é hora de fazer aglomeração! e eu fiquei esperando um pedido de desculpas, mas nem isso vc fez. vc é igual aos outros, boulos!",neutral,"@guilhermeboulos u had my vote, but lost dps of that attitude. it is not yet time to agglomerate! and I was waiting for an apology, but not even that you did. you are just like the others, boulos!"
1325940986355322886,"a esquerda retomar a prefeitura de são paulo é importantíssimo pra nós. portanto, amigos paulistas, votem na chapa erundina/ boulos.",positive,"the left to retake the city of são paulo is very important for us. therefore, friends from São Paulo, vote for the plate erundina / boulos."
1325940978453245955,@g1saopaulo com boulos na prefeitura o povo de baixo vai ter vez ! mas vão deixar ele chegar lá ?? o povão vai acordar ???,neutral,@ g1saopaulo with boulos in the city hall the people below will have a turn! but are you going to let him get there ?? the people will wake up ???
1325940977505366017,@marcdemacedo e o boulos incomodando muito.,neutral,@marcdemacedo and boulos bothering a lot.
1325940975169138694,imagina vc ter a opção de poder votar no boulos pra prefeitura da sua cidade!!!!! paulistas vota no boulos!!!!!!!!!!!,positive,imagine u having the option to be able to vote for boulos to the prefecture of your city !!!!! paulistas vote for boulos !!!!!!!!!!!
1325940973860433923,@sigagazetabr pesquisa ibope só faz pesquisa fake. boulos não ganha nem do macaco tião.,positive,@sigagazetabr ibope research only makes fake research. boulos doesn't win even from the tião monkey.
1325940969334824960,eu duvido que essa pesquisa que aponta a boulos como primeiro colocado para prefeitura de são paulo seja verdade,positive,I doubt that this research that points to boulos as first place for the city of são paulo is true
1325940950867308551,"@betsoretorno isso! sp parece q vai dar boulos mesmo no segundo turno, aqui só por milagre mas quero ver como vai ficar a câmara de vereadores",negative,"@betsoretorno it! sp looks like it will give boulos even in the second round, here only by miracle but I want to see how the city council will be"
