1325951295447044097,pronunciamento de boulos e erundina!,neutral,pronouncement of boulos and erundina!
1325936678159208449,"boulos, russomanno e frança tem chances de segundo turno, mas eu aposto que o boulos vai",negative,"boulos, russomanno and france have chances of a second round, but I bet boulos will"
1325936669627985921,"@rodolfoezsilva fico curioso em pensar pra quem iria o voto do eleitor do frança num 2º turno boulos x covas, será q seria alta como os eleitores do ciro ao haddad em 2018?",negative,"@rodolfoezsilva I'm curious to think who would vote for france's voter in a 2nd round boulos x covas, would it be as tall as voters from ciro to haddad in 2018?"
1325936667925094402,@tcchuu @larisssca fechou churrascada do boulos,negative,@tcchuu @larisssca closed boulos barbecue
1325936663697219591,"pesquisa ibope em são paulo: covas, 32%; boulos, 13%; russomanno, 12%; frança, 10% -| g1",neutral,"ibope survey in são paulo: covas, 32%; boulos, 13%; Russomanno, 12%; france, 10% - | g1"
1325936662791204865,eleitores de são paulo não tem a menor condição o russomano ir para o segundo round e o boulos não. o cara não serve nem pra programa da tarde fazendo patrulha do consumidor. acordem carai,negative,voters in são paulo are in no condition to the Russomano to go to the second round and the boulos do not. the guy is not even for the afternoon program doing consumer patrol. wake up
1325936633041051648,@guilhermeboulos boulos no em 2º lugar nas pesquisas comprem cadeados e correntes para se prevenir,neutral,@guilhermeboulos boulos in 2nd place in research buy padlocks and chains to prevent
1325936625327738881,"@silksug e o boulos é o único candidato que mora na periferia de sp, é professor, uma das classes mais desvalorizadas no brasil. não tem nada ""de condomínio"" nele",positive,"@silksug and boulos is the only candidate who lives on the outskirts of sp, he is a teacher, one of the most devalued classes in brazil. there's nothing ""condominium"" in it"
1325936624623112194,booooora cara! vooooota no boulos,neutral,booooora dude! vooooota no boulos
1325936612212142080,se o boulos conseguir metade do tempo de tv em sao paulo será maravilhoso.,positive,if boulos gets half the tv time in sao paulo it will be wonderful.
1325936610186305537,plmds o boulos tem q ganhar essa eleição,positive,plmds the boulos have to win this election
1325936608504328193,salta-me os olhos a animosidade dos setores da imprensa com a candidatura de guilherme boulos em são paulo,neutral,the animosity of the press sectors strikes me with the candidacy of guilherme boulos in são paulo
1325936593966952450,"@scorpiodies russomano começou na liderança e ladeirou por causa do bolsi ta com 12% agora segundo o ibope, com boulos na frente. quem lidera é o bruno covas",negative,"@scorpiodies russomano started in the lead and went round because of the bag with 12% now according to ibope, with boulos in front. who leads is bruno covas"
1325936575512006658,eu que nem sou de são paulo tô torcendo para que o sonho se realize e o boulos consiga a vaga pro segundo turno. #virasp50,positive,"I’m not even from São Paulo, I’m hoping that the dream will come true and the boulos will get a place in the second round. # virasp50"
1325936538706997248,eu faria campanha de graça pro boulos sim,positive,I would campaign for free for boulos yes
1325936538417582082,@andreiasadi boulos o,neutral,@andreiasadi boulos o
1325936531484397568,vem de boulos caralho,negative,come from fucking boulos
1325936529005535240,"o estudante de economia médio do primeiro período torce pro boulos ganhar as eleições e ainda ousa achar que está em condições de debater de forma útil com o professor em plena aula kkkkkkkkkkkk pqp, patético",negative,"the average first-time economics student hopes for boulos to win the elections and still dares to think that he is in a position to debate usefully with the teacher in the middle of the class kkkkkkkkkkkk pqp, pathetic"
1325936519685791744,"boulos sobe para o segundo lugar nas pesquisas a esperança vai vencer o ódio em são paulo! agora é dar um gás na campanha durante essa última semana pro segundo turno virar uma realidade todo compartilhamento, todo vira voto, todo engajamento faz a diferença. #virasp50",negative,"boulos rises to second place in the polls hope will overcome hatred in são paulo! now it’s giving the campaign a boost during the last week for the second round to become a reality, all sharing, all voting, all engagement makes a difference. # virasp50"
1325936500069052416,@astronautatupy @jeanzitoabreu @zemiguelt @arquivopolitico @guilhermeboulos boulos lógico ! mas o problema é a alta rejeição dele ...em relação ao frança entenda qto menor a rejeição maior a chance de reverter no 2o turno e ganhar,positive,@astronautatupy @jeanzitoabreu @zemiguelt @arquivopolitico @guilhermeboulos boulos logical! but the problem is his high rejection ... in relation to france understand that the lower the rejection the greater the chance of reversing in the 2nd round and winning
1325936498118520832,"pesquisa ibope em são paulo : covas 32 %, boulos 13 % em segundo lugar ...",neutral,"ibope research in são paulo: pits 32%, boulos 13% in second place ..."
1325936488551477248,são paulo eleja o boulos cacete,neutral,sao paulo choose boulos bludgeon
1325936470050414592,é boulos e erundina bebê #virasp50,neutral,it's boulos and baby erundina # virasp50
1325936448978251776,espero que esse crescimento do boulos não seja um novo ciro já virou,negative,I hope that this growth of boulos is not a new ciro already turned
1325936448252633088,@paulomathias @silvioluiz quem consegue botar no boulos pelo amor de deus ?,positive,@paulomathias @silvioluiz who can put boulos for the love of god?
1325936440363118594,"@limasb1 @_iuar @monicabergamo @sf_moro @lucianohuck @jdoriajr cirista, me tira uma dúvida: se o boulos for para o segundo turno contra covas e márcio frança apoiar o tucano, como vcs vão fazer pra defender mais um voto na direita?",positive,"@ limasb1 @_iuar @monicabergamo @sf_moro @lucianohuck @jdoriajr cirista, ask me a question: if boulos goes to the second round against caves and marcio france supports the toucan, how are you going to defend one more vote on the right?"
1325936439364886528,@thaamtazevedo espero que seja o boulos,neutral,@thaamtazevedo hope it is the boulos
1325936422780628994,vamos trabalhar juntos para que no 2 turno tenhamos uma boa opção de esquerda! domingo é dia de boulos e erundina. #vote50 #votebouloseerundina #bouloserundina50,positive,let's work together so that in the 2nd shift we have a good left option! Sunday is the day of boulos and erundina. # vote50 #votebouloseerundina # bouloserundina50
1325936420033339392,"@guilhermeboulos se boulos ir o segundo turno já e uma grande vitória para ele,quando eu lembro das pesquisa de 2018. boa sorte não se segurar em pesquisa.",positive,"@guilhermeboulos if boulos go to the second round already and a big victory for him, when I remember the 2018 survey. good luck not holding on to research."
1325936414593323009,boulos 50 no segundo turno! são paulo merece essa chance! #virasp50 #bouloserundina50 #ceni #saopaulo #corinthians #bts #cartoon #lgbtq #paulista #psol #globo #jn #sptv,negative,boulos 50 in the second round! são paulo deserves this chance! # virasp50 # bouloserundina50 #ceni #saopaulo #corinthians #bts #cartoon #lgbtq #paulista #psol #globo #jn #sptv
1325936398713540609,@nilsonhandebol dino/ haddad - lula está impedido e boulos estará na prefeitura de sp. haddad na cabeça de chapa é queimação de chapa.,neutral,@nilsonhandebol dino / haddad - lula is prevented and boulos will be at sp city hall. haddad in the plate head is plate burning.
1325936392044744705,"o único candidato capaz de desacelerar a sanha tucana na cidade de são paulo, é celso russomano! votar em algum candidato menor nesse momento, é levar boulos e covas para o segundo turno! tire o emprego dos tucanos: vote russomano!",negative,"the only candidate capable of slowing down the tucana sanha in the city of são paulo, is celso Russomano! to vote for some minor candidate right now, is to take boulos and pits for the second round! take the job out of the toucans: vote Russomano!"
1325936389918224384,"a campanha do boulos está linda deveria servir de exemplo as ""esquerdas"" feirenses! planejamento tático é fundamental",positive,"the boulos campaign is beautiful should serve as an example to the ""left"" feirenses! tactical planning is critical"
1325936387124850688,"'a esperança vai vencer o ódio', diz boulos após se consolidar em 2º em sp",neutral,"'hope will overcome hatred', says boulos after consolidating 2nd in sp"
1325936386357268481,@ticostacruz @celsorussomanno @jairbolsonaro boulos é um fanfarrão! pq cargas d'água canhotas adoram corruptos?(,neutral,@ticostacruz @celsorussomanno @jairbolsonaro boulos is a big buck! why left-handed loads of water love corrupt? (
1325936375821119489,"boulos precisa ganhar essa eleição cara, são paulo a maior cidade da américa do sul e entregue ao descaso",positive,"boulos needs to win this expensive election, são paulo is the largest city in south america and neglected"
1325936348461666309,boulos caminha para ser prefeito de são paulo,neutral,boulos walks to be mayor of são paulo
1325936334985367552,"panfletando pro pt agora no entanto no segundo turno planfetarei pro psol (se rolar boulos), só vemmmm",negative,"pamphlet pro pt now however in the second round i will plan pro psol (if boulos roll), just vemmmm"
1325936314039087104,vou de boulos 50 prefeito e 13400 luna vereadora #virasp50,neutral,I'm going to boulos 50 mayor and 13400 luna vereadora # virasp50
1325936312294240256,@torturra @pietrosoldi essa questão de fonte do renda solidária foi endereçada?,neutral,@torturra @pietrosoldi was this question of the source of solidarity income addressed?
1325936293654704128,"@diguinhocoruja @roxmo boulos fecais não dá, é fim de feira total...",positive,"@diguinhocoruja @roxmo fecal boulos is not enough, it's the end of the fair ..."
